terminal_available,terminal_success,terminal_final_t,terminal_continuation_queries,terminal_goal_progress_max,terminal_target_drop_candidate,terminal_wrong_object_interaction_candidate,terminal_official_safety_violation,terminal_failure_type,terminal_episode_failure_type,terminal_episode_failure_event_t,terminal_episode_safe_task_success,terminal_episode_safety_terminated,terminal_episode_official_safety_violation,terminal_episode_official_safety_violation_t,terminal_episode_official_safety_cost_types,terminal_episode_target_objects,terminal_episode_goal_relevant_objects,terminal_episode_target_drop_candidate,terminal_episode_target_drop_candidate_t,terminal_episode_target_drop_candidate_object,terminal_episode_successful_target_release,terminal_episode_successful_target_release_t,terminal_episode_successful_target_release_objects,terminal_episode_wrong_object_interaction_candidate,terminal_episode_wrong_object_interaction_candidate_t,terminal_episode_kinematic_deadlock_candidate,terminal_episode_episode_goal_progress_initial,terminal_episode_episode_goal_progress_max,terminal_episode_episode_time_to_first_goal_progress,terminal_episode_episode_time_to_first_target_lift,terminal_episode_episode_target_lift_max,terminal_episode_goal_predicates_json,terminal_episode_goal_predicates_satisfied_final_json,terminal_episode_episode_eef_path_length,terminal_episode_episode_eef_net_displacement,terminal_episode_episode_eef_jerk_mean,terminal_episode_episode_eef_dimensionless_jerk_proxy,terminal_utility_v1,id,phase,factor,level,suite,task_id,init_state_id,seed_group,env_seed,arm,task_description,initial_sha256,q0_pool_sha256,video_frames,elapsed_seconds,candidate_calls_logical,cuda_peak_bytes,selector_uses_simulator_labels,prediction_mode,generated_horizon,executed_horizon,npz_sha256,video_sha256
True,False,280,18,0.0,False,False,False,kinematic_deadlock_candidate,kinematic_deadlock_candidate,280,False,False,False,-1,,alphabet_soup_1,alphabet_soup_1,False,-1,,False,-1,,False,-1,True,0.0,0.0,-1,-1,1.084687895058778e-13,"[[""in"", ""alphabet_soup_1"", ""basket_1_contain_region""]]",[0],0.42031231169591443,0.2135948698086617,3.2623317141234116,1290260292.3281436,0.0,Environment_base_t0_i0_g2,screen,Environment,,libero_object_env,0,0,2,171000000,first,pick up the alphabet soup and place it in the basket,082c0e4b43e4a9fdf06216ce1c14eefd6213271cdb6ebe8980c63d559c381404,0b935c1af22902ae0e5171434e97a73d6d74daf0dae6bd3ef35c73dfb630935b,281,52.47591720148921,18,6151083008,False,parallel,16,16,f5601a459a2a620ed36a6f519e0dbb57d7655b49180b8fc1ee92c08ed8e735f1,951f048f38ce92c32669518e9f455431a5a2e3961dc338087f4421593e939894
True,False,280,18,0.0,False,False,False,kinematic_deadlock_candidate,kinematic_deadlock_candidate,280,False,False,False,-1,,alphabet_soup_1,alphabet_soup_1,False,-1,,False,-1,,False,-1,True,0.0,0.0,-1,-1,1.084687895058778e-13,"[[""in"", ""alphabet_soup_1"", ""basket_1_contain_region""]]",[0],0.42181072801766273,0.21364280771438388,3.4153036036884528,1440135732.9673927,0.0,Environment_base_t0_i0_g2,screen,Environment,,libero_object_env,0,0,2,171000000,max_value,pick up the alphabet soup and place it in the basket,082c0e4b43e4a9fdf06216ce1c14eefd6213271cdb6ebe8980c63d559c381404,0b935c1af22902ae0e5171434e97a73d6d74daf0dae6bd3ef35c73dfb630935b,281,70.67758671566844,54,6174802944,False,parallel,16,16,4bb3f321033f70946814e2289b46c9aa4d3b3f0e6773921059817cb490f440c1,8c850cb3fc6a9d647911e6ef8dcb77a658323db95775bc45e23822e7c1bbb8f2
True,False,280,18,0.0,False,False,False,kinematic_deadlock_candidate,kinematic_deadlock_candidate,280,False,False,False,-1,,alphabet_soup_1,alphabet_soup_1,False,-1,,False,-1,,False,-1,True,0.0,0.0,-1,-1,1.0841327835464654e-13,"[[""in"", ""alphabet_soup_1"", ""basket_1_contain_region""]]",[0],0.42447379958277887,0.22957581008762015,3.4797555816277064,1784380764.1735194,0.0,Environment_base_t0_i1_g0,screen,Environment,,libero_object_env,0,1,0,171000001,action_medoid,pick up the alphabet soup and place it in the basket,d78230338b84e339247975734da9f48b3e1b35aaab07fe5ebab9a9d149b9d531,5fa98f9a479b69b55c1e4f25ab43f5ad376801e12466634cf38f5e894caf165e,281,71.22363342344761,54,6174802944,False,parallel,16,16,ed7489d6a4ba1499676d54967962c376fa0cccd84da58a8c8ef59e6a1beebb19,52b0fbb6d86d7ec3d65aaa81a8f58b8bda00dfb67d2ac02476115fc9eaa71b84
True,False,280,18,0.0,False,False,False,kinematic_deadlock_candidate,kinematic_deadlock_candidate,280,False,False,False,-1,,alphabet_soup_1,alphabet_soup_1,False,-1,,False,-1,,False,-1,True,0.0,0.0,-1,-1,1.0841327835464654e-13,"[[""in"", ""alphabet_soup_1"", ""basket_1_contain_region""]]",[0],0.4235135719752084,0.22959741681335868,3.458192432390508,1795354158.6773043,0.0,Environment_base_t0_i1_g0,screen,Environment,,libero_object_env,0,1,0,171000001,decoder_medoid,pick up the alphabet soup and place it in the basket,d78230338b84e339247975734da9f48b3e1b35aaab07fe5ebab9a9d149b9d531,5fa98f9a479b69b55c1e4f25ab43f5ad376801e12466634cf38f5e894caf165e,281,70.42726725712419,54,6174802944,False,parallel,16,16,00a68fb30ae37e9444de1d1def9f7246bc17947b1cef1792b2dc660a21eddd01,a97c523afaca9a870d04c38c825e0c47ba341d8511367b21e7d5c48a5742410d
True,False,280,18,0.0,False,False,False,kinematic_deadlock_candidate,kinematic_deadlock_candidate,280,False,False,False,-1,,alphabet_soup_1,alphabet_soup_1,False,-1,,False,-1,,False,-1,True,0.0,0.0,-1,-1,1.0841327835464654e-13,"[[""in"", ""alphabet_soup_1"", ""basket_1_contain_region""]]",[0],0.4253759543356854,0.22656769641062913,3.671737298965157,1707176812.6166115,0.0,Environment_base_t0_i1_g0,screen,Environment,,libero_object_env,0,1,0,171000001,first,pick up the alphabet soup and place it in the basket,d78230338b84e339247975734da9f48b3e1b35aaab07fe5ebab9a9d149b9d531,5fa98f9a479b69b55c1e4f25ab43f5ad376801e12466634cf38f5e894caf165e,281,53.620552111417055,18,6151083008,False,parallel,16,16,f03c81dec9bcfc543ad419fa020f2afa9368ef82cc50ce2ff0923873e22bf2e7,1a3dc66735eb0f5bce59aa1cbb1eefcdd733fd85517948bd62406b4f482443ad
True,False,280,18,0.0,False,False,False,kinematic_deadlock_candidate,kinematic_deadlock_candidate,280,False,False,False,-1,,alphabet_soup_1,alphabet_soup_1,False,-1,,False,-1,,False,-1,True,0.0,0.0,-1,-1,1.0841327835464654e-13,"[[""in"", ""alphabet_soup_1"", ""basket_1_contain_region""]]",[0],0.4304680462170902,0.22670268829534632,3.9385782034296204,2137557674.3962836,0.0,Environment_base_t0_i1_g0,screen,Environment,,libero_object_env,0,1,0,171000001,max_value,pick up the alphabet soup and place it in the basket,d78230338b84e339247975734da9f48b3e1b35aaab07fe5ebab9a9d149b9d531,5fa98f9a479b69b55c1e4f25ab43f5ad376801e12466634cf38f5e894caf165e,281,70.38764211535454,54,6174802944,False,parallel,16,16,73645fd9a6c60c4f6d9d7174e3f98de68839a04b183c099216f81557169b464a,db82eaa8a4cfe53ef47949e7bbc10851cd908d66785f127e10119ff8c47b47dd
True,False,280,18,0.0,False,False,False,kinematic_deadlock_candidate,kinematic_deadlock_candidate,280,False,False,False,-1,,alphabet_soup_1,alphabet_soup_1,False,-1,,False,-1,,False,-1,True,0.0,0.0,-1,-1,1.0841327835464654e-13,"[[""in"", ""alphabet_soup_1"", ""basket_1_contain_region""]]",[0],0.42811776395350587,0.2274104654339672,3.765142591303873,2415183881.4370565,0.0,Environment_base_t0_i1_g1,screen,Environment,,libero_object_env,0,1,1,171000001,action_medoid,pick up the alphabet soup and place it in the basket,d78230338b84e339247975734da9f48b3e1b35aaab07fe5ebab9a9d149b9d531,22065f7f9a0807b54383ba3d10d6b9d75b16a30053621b30e90bcf634d1c1b69,281,71.31022983044386,54,6174802944,False,parallel,16,16,c48467427a7a9a394f6236bb2759a32b6702e73ddf8578033a5850a78cfec32d,94c9186eb4fe7d7c53a48c0f50fc99fb4c223635b3b6aaf07029c80ee7e8000c
True,False,280,18,0.0,False,False,False,kinematic_deadlock_candidate,kinematic_deadlock_candidate,280,False,False,False,-1,,alphabet_soup_1,alphabet_soup_1,False,-1,,False,-1,,False,-1,True,0.0,0.0,-1,-1,1.0841327835464654e-13,"[[""in"", ""alphabet_soup_1"", ""basket_1_contain_region""]]",[0],0.41941391376099446,0.23127533243117415,3.1755799868341157,1721175930.4279804,0.0,Environment_base_t0_i1_g1,screen,Environment,,libero_object_env,0,1,1,171000001,decoder_medoid,pick up the alphabet soup and place it in the basket,d78230338b84e339247975734da9f48b3e1b35aaab07fe5ebab9a9d149b9d531,22065f7f9a0807b54383ba3d10d6b9d75b16a30053621b30e90bcf634d1c1b69,281,67.77407620847225,54,6174802944,False,parallel,16,16,d9ed12f70afdf2a14e8d75b72fc61fb8783866755bc0a26cfef7a58a30660ecd,7941b5cac6ee73735a3e91428c40317cc300f1347bcee9c6a5a7215f02171be3
True,False,280,18,0.0,False,False,False,kinematic_deadlock_candidate,kinematic_deadlock_candidate,280,False,False,False,-1,,alphabet_soup_1,alphabet_soup_1,False,-1,,False,-1,,False,-1,True,0.0,0.0,-1,-1,1.0841327835464654e-13,"[[""in"", ""alphabet_soup_1"", ""basket_1_contain_region""]]",[0],0.41878989039605674,0.23128043298496895,3.1178347127766957,1668209294.799638,0.0,Environment_base_t0_i1_g1,screen,Environment,,libero_object_env,0,1,1,171000001,first,pick up the alphabet soup and place it in the basket,d78230338b84e339247975734da9f48b3e1b35aaab07fe5ebab9a9d149b9d531,22065f7f9a0807b54383ba3d10d6b9d75b16a30053621b30e90bcf634d1c1b69,281,49.89701744168997,18,6151083008,False,parallel,16,16,8521dcebf3f51a3f35a14ab0f08d9e394f1203ab0e09b0bc157021665126def9,ada125375e416cd08d6ffcaa51a8ac4cdc045a06c1ac850f22f16c7c1334e01a
True,False,280,18,0.0,False,False,False,kinematic_deadlock_candidate,kinematic_deadlock_candidate,280,False,False,False,-1,,alphabet_soup_1,alphabet_soup_1,False,-1,,False,-1,,False,-1,True,0.0,0.0,-1,-1,1.0841327835464654e-13,"[[""in"", ""alphabet_soup_1"", ""basket_1_contain_region""]]",[0],0.4244832986804435,0.22965084265183655,3.578281599901181,2022867936.297983,0.0,Environment_base_t0_i1_g1,screen,Environment,,libero_object_env,0,1,1,171000001,max_value,pick up the alphabet soup and place it in the basket,d78230338b84e339247975734da9f48b3e1b35aaab07fe5ebab9a9d149b9d531,22065f7f9a0807b54383ba3d10d6b9d75b16a30053621b30e90bcf634d1c1b69,281,70.69635816663504,54,6174802944,False,parallel,16,16,92a7c1d7f434b8caf0c49faf29fac246eb9a122a43574cf17cb7f63bbb153dea,c8a7ab3c9d4029fb977f421b9dff17c826b568a0022feff0d8a32ac8b5da9d17
True,False,280,18,0.0,False,False,False,kinematic_deadlock_candidate,kinematic_deadlock_candidate,280,False,False,False,-1,,alphabet_soup_1,alphabet_soup_1,False,-1,,False,-1,,False,-1,True,0.0,0.0,-1,-1,1.0841327835464654e-13,"[[""in"", ""alphabet_soup_1"", ""basket_1_contain_region""]]",[0],0.42121890230929615,0.2314622880261654,3.295383225563995,1792647055.436203,0.0,Environment_base_t0_i1_g2,screen,Environment,,libero_object_env,0,1,2,171000001,action_medoid,pick up the alphabet soup and place it in the basket,d78230338b84e339247975734da9f48b3e1b35aaab07fe5ebab9a9d149b9d531,9b99804f4ad7a4972f6ef5e3b84d69cf068335f1edd09ca303caad874f8a8d0e,281,74.1341002099216,54,6174802944,False,parallel,16,16,dbf7735f85acf8cf6d9c78d69769c2ca271861fa4b441c5829e7c7e3ce29b7f9,f383dbc2e07ec1ce27bb8ed3daf842e344dec1af9a4c60c67d57183b394445c9
True,False,280,18,0.0,False,False,False,kinematic_deadlock_candidate,kinematic_deadlock_candidate,280,False,False,False,-1,,alphabet_soup_1,alphabet_soup_1,False,-1,,False,-1,,False,-1,True,0.0,0.0,-1,-1,1.0841327835464654e-13,"[[""in"", ""alphabet_soup_1"", ""basket_1_contain_region""]]",[0],0.4279592056543402,0.22833782396443786,3.649176512917631,1872253064.0614488,0.0,Environment_base_t0_i1_g2,screen,Environment,,libero_object_env,0,1,2,171000001,decoder_medoid,pick up the alphabet soup and place it in the basket,d78230338b84e339247975734da9f48b3e1b35aaab07fe5ebab9a9d149b9d531,9b99804f4ad7a4972f6ef5e3b84d69cf068335f1edd09ca303caad874f8a8d0e,281,73.79400806874037,54,6174802944,False,parallel,16,16,f411b5ec20cab2fbf2eeac84f1e82ed9e5bb746d68b19bfd3005631d210c6353,23df726b861af54f2b38197d97c5a3d6a2d13713f41d342a01c79ecb7a3d4cc8
True,False,280,18,0.0,False,False,False,kinematic_deadlock_candidate,kinematic_deadlock_candidate,280,False,False,False,-1,,alphabet_soup_1,alphabet_soup_1,False,-1,,False,-1,,False,-1,True,0.0,0.0,-1,-1,1.0841327835464654e-13,"[[""in"", ""alphabet_soup_1"", ""basket_1_contain_region""]]",[0],0.4274474447596569,0.22723622722569892,3.8859261414312734,2267625957.904277,0.0,Environment_base_t0_i1_g2,screen,Environment,,libero_object_env,0,1,2,171000001,first,pick up the alphabet soup and place it in the basket,d78230338b84e339247975734da9f48b3e1b35aaab07fe5ebab9a9d149b9d531,9b99804f4ad7a4972f6ef5e3b84d69cf068335f1edd09ca303caad874f8a8d0e,281,52.94343039020896,18,6151083008,False,parallel,16,16,1b99216ce4373903407371da238780819b2aa291c308f0a1c5ff34173e56af52,8ec31e8fe980dc0a95e7ec90670b186c95c3fd8ac9c28e595f9b8331ca9ea3b4
True,False,280,18,0.0,False,False,False,kinematic_deadlock_candidate,kinematic_deadlock_candidate,280,False,False,False,-1,,alphabet_soup_1,alphabet_soup_1,False,-1,,False,-1,,False,-1,True,0.0,0.0,-1,-1,1.0841327835464654e-13,"[[""in"", ""alphabet_soup_1"", ""basket_1_contain_region""]]",[0],0.4252535614979474,0.22751119968842895,3.9272921298680026,2342853071.52568,0.0,Environment_base_t0_i1_g2,screen,Environment,,libero_object_env,0,1,2,171000001,max_value,pick up the alphabet soup and place it in the basket,d78230338b84e339247975734da9f48b3e1b35aaab07fe5ebab9a9d149b9d531,9b99804f4ad7a4972f6ef5e3b84d69cf068335f1edd09ca303caad874f8a8d0e,281,74.71151873841882,54,6174802944,False,parallel,16,16,a11f0f8e727552324d02af770c2d9deb78e744fe0694dc21934ccc1bcbb5a81c,dde01106483b3c3e14612a462753015d4076431227e484869dbf184d47294a75
True,True,121,8,1.0,False,False,False,success,success,-1,True,False,False,-1,,cream_cheese_1,cream_cheese_1,False,-1,,False,-1,,False,-1,False,0.0,1.0,121,67,0.23227583809536823,"[[""in"", ""cream_cheese_1"", ""basket_1_contain_region""]]",[1],0.9726585842459701,0.2716185360807219,5.2813481006314476,7680291.632205813,3.0,Environment_base_t1_i0_g0,screen,Environment,,libero_object_env,1,0,0,171001000,action_medoid,pick up the cream cheese and place it in the basket,f1cbd70be8b96690337552785d0394502db2fda3f07fa4d85f4eb07278db341f,c89ccd3f245b7aff400de525ac5f001393767125259433abd5b010aa9528791b,122,31.82028689235449,24,6174802944,False,parallel,16,16,53093d50ab66a958c7af03d2503934552663ccfed6b6f9ac2feb80b496793c73,66837ad1ab2dcf2096a721c511a9b70674181f917fe904978e9081706839f290
True,True,121,8,1.0,False,False,False,success,success,-1,True,False,False,-1,,cream_cheese_1,cream_cheese_1,False,-1,,False,-1,,False,-1,False,0.0,1.0,121,67,0.2323174282369942,"[[""in"", ""cream_cheese_1"", ""basket_1_contain_region""]]",[1],0.9725651495142934,0.27178163135124145,5.305694435880421,7683955.719725872,3.0,Environment_base_t1_i0_g0,screen,Environment,,libero_object_env,1,0,0,171001000,decoder_medoid,pick up the cream cheese and place it in the basket,f1cbd70be8b96690337552785d0394502db2fda3f07fa4d85f4eb07278db341f,c89ccd3f245b7aff400de525ac5f001393767125259433abd5b010aa9528791b,122,30.85859353840351,24,6174802944,False,parallel,16,16,7e5928fdbdfbf00dd09409173062402d0a806b06335a00319fb3141738fbfa7f,e51feed631f03903d059e857275d12205853836e1c2b2fc6e42025fc078b75ee
True,True,120,8,1.0,False,False,False,success,success,-1,True,False,False,-1,,cream_cheese_1,cream_cheese_1,False,-1,,False,-1,,False,-1,False,0.0,1.0,120,65,0.23166208123003085,"[[""in"", ""cream_cheese_1"", ""basket_1_contain_region""]]",[1],0.9716726574814585,0.2741863967347661,4.0173629310736025,2968137.582013408,3.0,Environment_base_t1_i0_g0,screen,Environment,,libero_object_env,1,0,0,171001000,first,pick up the cream cheese and place it in the basket,f1cbd70be8b96690337552785d0394502db2fda3f07fa4d85f4eb07278db341f,c89ccd3f245b7aff400de525ac5f001393767125259433abd5b010aa9528791b,121,24.04854007065296,8,6151083008,False,parallel,16,16,3993e684bde71da72644fcb59a8d1849228615e04f8e8a4ae83264b619158cd1,d36442cdceb8b81ffac2cd58067fcbd19590d3ad2028aafea4e18c89dd8e6621
