case_id,split,evaluation_cohort,suite,position_level,task_id,init_state_id,rollout_id,rollout_seed,independent_group
p3d_development__y0p1__task6__init44__rollout0,development,novel_cell,libero_object_temp,y0.1,6,44,0,56988737,y0.1|task6|init44
p3d_development__y0p1__task8__init40__rollout0,development,novel_cell,libero_object_temp,y0.1,8,40,0,55158096,y0.1|task8|init40
p3d_development__y0p1__task8__init41__rollout0,development,novel_cell,libero_object_temp,y0.1,8,41,0,56984534,y0.1|task8|init41
p3d_development__y0p1__task8__init42__rollout0,development,novel_cell,libero_object_temp,y0.1,8,42,0,56988273,y0.1|task8|init42
p3d_development__y0p1__task8__init43__rollout0,development,novel_cell,libero_object_temp,y0.1,8,43,0,57683875,y0.1|task8|init43
p3d_development__y0p1__task8__init44__rollout0,development,novel_cell,libero_object_temp,y0.1,8,44,0,54448919,y0.1|task8|init44
p3d_development__y0p1__task9__init40__rollout0,development,novel_cell,libero_object_temp,y0.1,9,40,0,54493201,y0.1|task9|init40
p3d_development__y0p1__task9__init41__rollout0,development,novel_cell,libero_object_temp,y0.1,9,41,0,58305231,y0.1|task9|init41
p3d_development__y0p1__task9__init42__rollout0,development,novel_cell,libero_object_temp,y0.1,9,42,0,50755380,y0.1|task9|init42
p3d_development__y0p1__task9__init43__rollout0,development,novel_cell,libero_object_temp,y0.1,9,43,0,56496569,y0.1|task9|init43
p3d_development__y0p1__task9__init44__rollout0,development,novel_cell,libero_object_temp,y0.1,9,44,0,50011924,y0.1|task9|init44
p3d_development__y0p2__task4__init40__rollout0,development,replication,libero_object_temp,y0.2,4,40,0,50990052,y0.2|task4|init40
p3d_development__y0p2__task4__init41__rollout0,development,replication,libero_object_temp,y0.2,4,41,0,57171635,y0.2|task4|init41
p3d_development__y0p2__task4__init42__rollout0,development,replication,libero_object_temp,y0.2,4,42,0,50945972,y0.2|task4|init42
p3d_development__y0p2__task4__init43__rollout0,development,replication,libero_object_temp,y0.2,4,43,0,58515756,y0.2|task4|init43
p3d_development__y0p2__task4__init44__rollout0,development,replication,libero_object_temp,y0.2,4,44,0,56896338,y0.2|task4|init44
p3d_development__y0p2__task6__init40__rollout0,development,replication,libero_object_temp,y0.2,6,40,0,58817653,y0.2|task6|init40
p3d_development__y0p2__task6__init41__rollout0,development,replication,libero_object_temp,y0.2,6,41,0,59767142,y0.2|task6|init41
p3d_development__y0p2__task6__init42__rollout0,development,replication,libero_object_temp,y0.2,6,42,0,55363369,y0.2|task6|init42
p3d_development__y0p2__task6__init43__rollout0,development,replication,libero_object_temp,y0.2,6,43,0,56119465,y0.2|task6|init43
p3d_development__y0p2__task6__init44__rollout0,development,replication,libero_object_temp,y0.2,6,44,0,59767060,y0.2|task6|init44
p3d_development__y0p2__task7__init40__rollout0,development,novel_cell,libero_object_temp,y0.2,7,40,0,53335742,y0.2|task7|init40
p3d_development__y0p2__task7__init41__rollout0,development,novel_cell,libero_object_temp,y0.2,7,41,0,52413651,y0.2|task7|init41
p3d_development__y0p2__task7__init42__rollout0,development,novel_cell,libero_object_temp,y0.2,7,42,0,59973071,y0.2|task7|init42
p3d_development__y0p2__task7__init43__rollout0,development,novel_cell,libero_object_temp,y0.2,7,43,0,57083712,y0.2|task7|init43
p3d_development__y0p2__task7__init44__rollout0,development,novel_cell,libero_object_temp,y0.2,7,44,0,55370610,y0.2|task7|init44
p3d_development__y0p2__task8__init40__rollout0,development,novel_cell,libero_object_temp,y0.2,8,40,0,52751193,y0.2|task8|init40
p3d_development__y0p2__task8__init41__rollout0,development,novel_cell,libero_object_temp,y0.2,8,41,0,53541783,y0.2|task8|init41
p3d_development__y0p2__task8__init42__rollout0,development,novel_cell,libero_object_temp,y0.2,8,42,0,52815210,y0.2|task8|init42
p3d_development__y0p2__task8__init43__rollout0,development,novel_cell,libero_object_temp,y0.2,8,43,0,52155168,y0.2|task8|init43
p3d_development__y0p2__task8__init44__rollout0,development,novel_cell,libero_object_temp,y0.2,8,44,0,54428072,y0.2|task8|init44
p3d_development__y0p2__task9__init40__rollout0,development,replication,libero_object_temp,y0.2,9,40,0,51910446,y0.2|task9|init40
p3d_development__y0p2__task9__init41__rollout0,development,replication,libero_object_temp,y0.2,9,41,0,53933455,y0.2|task9|init41
p3d_development__y0p2__task9__init42__rollout0,development,replication,libero_object_temp,y0.2,9,42,0,56617742,y0.2|task9|init42
p3d_development__y0p2__task9__init43__rollout0,development,replication,libero_object_temp,y0.2,9,43,0,55617900,y0.2|task9|init43
p3d_development__y0p2__task9__init44__rollout0,development,replication,libero_object_temp,y0.2,9,44,0,52117601,y0.2|task9|init44
p3d_development__y0p3__task1__init40__rollout0,development,replication,libero_object_temp,y0.3,1,40,0,56646709,y0.3|task1|init40
p3d_development__y0p3__task1__init41__rollout0,development,replication,libero_object_temp,y0.3,1,41,0,54565152,y0.3|task1|init41
p3d_development__y0p3__task1__init42__rollout0,development,replication,libero_object_temp,y0.3,1,42,0,51657332,y0.3|task1|init42
p3d_development__y0p3__task1__init43__rollout0,development,replication,libero_object_temp,y0.3,1,43,0,53119048,y0.3|task1|init43
p3d_development__y0p3__task1__init44__rollout0,development,replication,libero_object_temp,y0.3,1,44,0,52589296,y0.3|task1|init44
p3d_development__y0p3__task5__init40__rollout0,development,replication,libero_object_temp,y0.3,5,40,0,54218720,y0.3|task5|init40
p3d_development__y0p3__task5__init41__rollout0,development,replication,libero_object_temp,y0.3,5,41,0,55528207,y0.3|task5|init41
p3d_development__y0p3__task5__init42__rollout0,development,replication,libero_object_temp,y0.3,5,42,0,59670439,y0.3|task5|init42
p3d_development__y0p3__task5__init43__rollout0,development,replication,libero_object_temp,y0.3,5,43,0,50586635,y0.3|task5|init43
p3d_development__y0p3__task5__init44__rollout0,development,replication,libero_object_temp,y0.3,5,44,0,51612822,y0.3|task5|init44
