family,feature_count,target_variant,alpha,leave_one_task__adjusted_gain,leave_one_task__raw_gain,leave_one_task__rescues,leave_one_task__harms,leave_one_task__rescue_vs_harm_auc,leave_one_task__effect_spearman,leave_one_task__worst_cell_adjusted_gain,leave_one_task__quintile_monotonic_rho,leave_one_task__quintile_top_minus_bottom,leave_one_level__adjusted_gain,leave_one_level__raw_gain,leave_one_level__rescues,leave_one_level__harms,leave_one_level__rescue_vs_harm_auc,leave_one_level__effect_spearman,leave_one_level__worst_cell_adjusted_gain,leave_one_level__quintile_monotonic_rho,leave_one_level__quintile_top_minus_bottom,leave_one_cell__adjusted_gain,leave_one_cell__raw_gain,leave_one_cell__rescues,leave_one_cell__harms,leave_one_cell__rescue_vs_harm_auc,leave_one_cell__effect_spearman,leave_one_cell__worst_cell_adjusted_gain,leave_one_cell__quintile_monotonic_rho,leave_one_cell__quintile_top_minus_bottom,within_cell_grouped5__adjusted_gain,within_cell_grouped5__raw_gain,within_cell_grouped5__rescues,within_cell_grouped5__harms,within_cell_grouped5__rescue_vs_harm_auc,within_cell_grouped5__effect_spearman,within_cell_grouped5__worst_cell_adjusted_gain,within_cell_grouped5__quintile_monotonic_rho,within_cell_grouped5__quintile_top_minus_bottom,min_transfer_adjusted_gain,min_transfer_auc,min_transfer_worst_cell,min_transfer_monotonic_rho
relative_oracle_additive,97,direct_grounded,10.0,-0.0034374999999999974,0.0015625,10,9,0.5147606382978723,0.036148091159267697,-0.07312499999999998,0.5642880936468347,0.0390625,-0.014374999999999999,-0.009375,11,17,0.34667553191489364,-0.12309545325024235,-0.20749999999999996,-0.7,-0.1875,-0.008124999999999997,-0.003125,9,11,0.42486702127659576,-0.04348990218518549,-0.14062499999999997,-0.3,-0.0703125,0.0246875,0.0296875,25,6,0.8013297872340426,0.30869403772073944,-0.036875000000000005,0.8999999999999998,0.4765625,-0.014374999999999999,0.34667553191489364,-0.20749999999999996,-0.7
relative_object_oracle_dynamic_slopes,374,direct_success,0.1,-0.00031249999999999925,0.0046875,11,8,0.5482712765957447,0.04616084630156145,-0.03874999999999999,0.5642880936468347,0.078125,0.009062499999999998,0.0140625,15,6,0.463031914893617,-0.009979080877603892,-0.057499999999999996,0.09999999999999999,0.0859375,-0.015937499999999993,-0.0109375,8,15,0.41236702127659575,-0.06522499739542999,-0.21312499999999995,-0.35909242322980395,-0.1484375,0.0278125,0.0328125,29,8,0.7465425531914893,0.25108229877756866,-0.03125,0.9999999999999999,0.3828125,-0.015937499999999993,0.41236702127659575,-0.21312499999999995,-0.35909242322980395
relative_oracle_additive,97,direct_grounded,1.0,-0.0018749999999999978,0.003125,12,10,0.4434840425531915,-0.03083987719120564,-0.07374999999999998,-0.20519567041703082,-0.0625,-0.003437499999999997,0.0015625,13,12,0.36476063829787236,-0.11571257604787351,-0.06874999999999999,-0.39999999999999997,-0.15625,-0.015937499999999993,-0.0109375,7,14,0.3849734042553192,-0.07805324959520737,-0.19499999999999998,-0.3,-0.1484375,0.0246875,0.0296875,25,6,0.7904255319148936,0.29945538000454786,-0.061250000000000006,0.9999999999999999,0.4609375,-0.015937499999999993,0.36476063829787236,-0.19499999999999998,-0.39999999999999997
relative_object_oracle_dynamic_slopes,374,ridge_potential_success,0.1,-0.015937499999999997,-0.0109375,9,16,0.546875,0.04041575757326367,-0.18562499999999998,0.3,0.0625,-0.004999999999999999,0.0,11,11,0.411968085106383,-0.05548543039048365,-0.19374999999999998,-0.39999999999999997,-0.0625,-0.015937499999999993,-0.0109375,10,17,0.46702127659574466,-0.023952728452863194,-0.23812499999999998,-0.19999999999999998,-0.0546875,0.021562500000000005,0.0265625,29,12,0.7567154255319148,0.26818192528686063,-0.055624999999999994,0.9999999999999999,0.4375,-0.015937499999999997,0.411968085106383,-0.23812499999999998,-0.39999999999999997
relative_oracle_interactions,172,direct_success,1.0,-0.00031249999999999887,0.0046875,12,9,0.49867021276595747,0.003716078307055046,-0.05437499999999999,0.09999999999999999,0.03125,-0.015937499999999997,-0.0109375,10,17,0.39654255319148934,-0.08304484334283187,-0.26249999999999996,-0.7,-0.125,-0.011249999999999996,-0.00625,11,15,0.45611702127659576,-0.029072388956752678,-0.18374999999999994,-0.3,-0.0859375,0.026250000000000002,0.03125,30,10,0.8186170212765957,0.3404985593967801,-0.03625,0.9999999999999999,0.515625,-0.015937499999999997,0.39654255319148934,-0.26249999999999996,-0.7
relative_oracle_additive,97,direct_success,0.01,-0.015937499999999997,-0.0109375,13,20,0.43031914893617024,-0.057366573869758054,-0.18562499999999998,-0.6155870112510925,-0.125,-0.004999999999999999,0.0,15,15,0.40106382978723404,-0.09320543672034937,-0.105625,-0.3,-0.1484375,-0.009687499999999996,-0.0046875,10,13,0.39481382978723406,-0.07707094665449837,-0.16749999999999998,-0.7,-0.078125,0.027812499999999997,0.0328125,27,6,0.8003989361702127,0.3105145013228143,-0.05874999999999998,0.9999999999999999,0.4765625,-0.015937499999999997,0.39481382978723406,-0.18562499999999998,-0.7
relative_oracle_additive,97,direct_terminal_utility,0.01,-0.0159375,-0.0109375,14,21,0.4206117021276596,-0.06565824555698851,-0.13624999999999998,-0.6155870112510925,-0.1328125,-0.0049999999999999975,0.0,15,15,0.3849734042553192,-0.10652114443460066,-0.079375,-0.39999999999999997,-0.1484375,-0.011249999999999996,-0.00625,9,13,0.38430851063829785,-0.08609400694432195,-0.168125,-0.6,-0.109375,0.0278125,0.0328125,27,6,0.7961436170212766,0.3085437355149286,-0.03437499999999998,0.9999999999999999,0.4765625,-0.0159375,0.38430851063829785,-0.168125,-0.6155870112510925
relative_oracle_additive,97,ridge_potential_success,1.0,-0.008124999999999997,-0.003125,12,14,0.45924202127659575,-0.015831588615953386,-0.07812499999999999,-0.09999999999999999,-0.03125,-0.009687499999999996,-0.0046875,15,18,0.37898936170212766,-0.11161476065340013,-0.18124999999999997,-0.5642880936468347,-0.140625,-0.0159375,-0.0109375,9,16,0.39547872340425533,-0.07237627591689941,-0.220625,-0.3,-0.1953125,0.029374999999999995,0.034375,28,6,0.8089095744680851,0.3262790268060448,-0.061250000000000006,0.9999999999999999,0.5234375,-0.0159375,0.37898936170212766,-0.220625,-0.5642880936468347
relative_oracle_dynamic_slopes,282,ridge_potential_success,1.0,-0.011249999999999996,-0.00625,13,17,0.5200797872340426,0.02297373598491916,-0.159375,0.5642880936468347,0.03125,-0.017499999999999998,-0.0125,6,14,0.46702127659574466,-0.016335904471090092,-0.24375,-0.15389675281277312,-0.09375,-0.008124999999999997,-0.003125,12,14,0.47047872340425534,-0.01869934267578689,-0.13124999999999998,-0.19999999999999998,0.0390625,0.0340625,0.0390625,35,10,0.8167553191489362,0.3507074546145438,-0.05125,0.9999999999999999,0.515625,-0.017499999999999998,0.46702127659574466,-0.24375,-0.19999999999999998
relative_oracle_dynamic_slopes,282,direct_terminal_utility,0.1,-0.006562499999999996,-0.0015625,14,15,0.4819148936170213,-0.005076600732878161,-0.20687499999999998,-0.051298917604257706,-0.046875,-0.017499999999999998,-0.0125,8,16,0.5075797872340425,0.012399521317628474,-0.24812499999999998,0.20519567041703082,0.0,-0.015937499999999997,-0.0109375,8,15,0.3886968085106383,-0.07830005731567814,-0.24624999999999994,-0.7,-0.109375,0.0246875,0.0296875,29,10,0.7886968085106383,0.3004471281658406,-0.05125,0.9999999999999999,0.4296875,-0.017499999999999998,0.3886968085106383,-0.24812499999999998,-0.7
relative_oracle_dynamic_slopes,282,direct_grounded,1.0,-0.019062499999999993,-0.0140625,10,19,0.49946808510638296,0.0021489930136831753,-0.26374999999999993,0.20519567041703082,0.0,-0.015937499999999993,-0.0109375,7,14,0.5621010638297872,0.0528603823277849,-0.21937499999999996,0.6,0.015625,-0.008124999999999997,-0.003125,9,11,0.449468085106383,-0.03264678895505162,-0.08249999999999999,-0.7181848464596079,-0.0078125,0.0278125,0.0328125,31,10,0.8026595744680851,0.3209518807296118,-0.053749999999999985,0.9999999999999999,0.46875,-0.019062499999999993,0.449468085106383,-0.26374999999999993,-0.7181848464596079
relative_oracle_dynamic_slopes,282,direct_grounded,10.0,-0.0018749999999999995,0.003125,13,11,0.48816489361702126,-0.00032072683808266004,-0.130625,0.19999999999999998,0.046875,-0.019062499999999993,-0.0140625,12,21,0.3728723404255319,-0.11082816502078623,-0.21187499999999995,-0.8999999999999998,-0.15625,-0.006562499999999999,-0.0015625,13,14,0.4563829787234043,-0.028816136015698154,-0.18562499999999998,-0.11180339887498947,0.0,0.032499999999999994,0.0375,34,10,0.8109042553191489,0.336662567854488,-0.027499999999999997,0.9999999999999999,0.5234375,-0.019062499999999993,0.3728723404255319,-0.21187499999999995,-0.8999999999999998
relative_oracle_dynamic_slopes,282,direct_grounded,0.1,-0.009687499999999998,-0.0046875,14,17,0.482313829787234,-0.00921730330443701,-0.20687499999999998,-0.3,-0.0703125,-0.0190625,-0.0140625,7,16,0.5075797872340425,0.008048559922640275,-0.24812499999999998,0.10259783520851541,0.0,-0.019062499999999996,-0.0140625,7,16,0.4015957446808511,-0.075699747022798,-0.24687499999999996,-0.8999999999999998,-0.109375,0.023125000000000003,0.028125,28,10,0.7860372340425532,0.30234931345905297,-0.05125,0.9999999999999999,0.4375,-0.0190625,0.4015957446808511,-0.24812499999999998,-0.8999999999999998
relative_oracle_dynamic_slopes,282,direct_success,0.1,-0.011249999999999996,-0.00625,15,19,0.4664893617021277,-0.027643286016256312,-0.20687499999999998,-0.3,-0.0625,-0.0190625,-0.0140625,8,17,0.48284574468085106,-0.003882806983446288,-0.24812499999999998,-0.09999999999999999,-0.03125,-0.019062499999999996,-0.0140625,8,17,0.37127659574468086,-0.10345432237723665,-0.24812499999999998,-0.7,-0.1328125,0.029375000000000002,0.034375,31,9,0.7828457446808511,0.2985995608873081,-0.05125,0.9999999999999999,0.4453125,-0.0190625,0.37127659574468086,-0.24812499999999998,-0.7
