factor,case_id,suite,task_id,init_state_id,rollout_seed,candidate_first_actions_json__frozen_factor_ridge,candidate_first_actions_json__max_value,candidate_frozen_ranker_scores_json__frozen_factor_ridge,candidate_frozen_ranker_scores_json__max_value,candidate_values_json__frozen_factor_ridge,candidate_values_json__max_value,max_value_sample_idx__frozen_factor_ridge,max_value_sample_idx__max_value,num_samples__frozen_factor_ridge,num_samples__max_value,planning_frozen_ranker_payload_sha256__frozen_factor_ridge,planning_frozen_ranker_payload_sha256__max_value,selected_sample_idx__frozen_factor_ridge,selected_sample_idx__max_value,candidate_values_json_max_abs_diff,candidate_values_json_match,candidate_frozen_ranker_scores_json_max_abs_diff,candidate_frozen_ranker_scores_json_match,candidate_first_actions_json_max_abs_diff,candidate_first_actions_json_match,baseline_selected_argmax_value,frozen_selected_argmax_score,selectors_disagree
Environment,frozen_closed_loop__Environment,libero_object_env,8,6,5260291,"[[0.17851409316062927, -0.009616445749998093, 0.005538091063499451, -0.004816694650799036, 0.017108872532844543, -0.014602319337427616, -1.002882719039917], [0.16403384506702423, -0.011392571032047272, 0.006493069231510162, -0.004541021306067705, 0.017385587096214294, -0.013652192428708076, -0.9992702603340149], [0.16300129890441895, -0.009178463369607925, 0.006930828094482422, -0.00433105044066906, 0.01398932933807373, -0.016571644693613052, -1.0013459920883179], [0.18081329762935638, -0.006957594305276871, 0.004686266183853149, -0.004610346630215645, 0.016336530447006226, -0.014996127225458622, -1.0032607316970825], [0.17536428570747375, -0.012613926082849503, 0.004404298961162567, -0.005261189769953489, 0.017581433057785034, -0.014588086865842342, -0.9991407990455627], [0.1882309466600418, -0.021357256919145584, 0.006902553141117096, -0.005189741961658001, 0.020531371235847473, -0.01738038845360279, -1.0001883506774902]]","[[0.17851409316062927, -0.009616445749998093, 0.005538091063499451, -0.004816694650799036, 0.017108872532844543, -0.014602319337427616, -1.002882719039917], [0.16403384506702423, -0.011392571032047272, 0.006493069231510162, -0.004541021306067705, 0.017385587096214294, -0.013652192428708076, -0.9992702603340149], [0.16300129890441895, -0.009178463369607925, 0.006930828094482422, -0.00433105044066906, 0.01398932933807373, -0.016571644693613052, -1.0013459920883179], [0.18081329762935638, -0.006957594305276871, 0.004686266183853149, -0.004610346630215645, 0.016336530447006226, -0.014996127225458622, -1.0032607316970825], [0.17536428570747375, -0.012613926082849503, 0.004404298961162567, -0.005261189769953489, 0.017581433057785034, -0.014588086865842342, -0.9991407990455627], [0.1882309466600418, -0.021357256919145584, 0.006902553141117096, -0.005189741961658001, 0.020531371235847473, -0.01738038845360279, -1.0001883506774902]]","[0.000535124285802362, -0.0035531683026809218, -8.453471102612821e-05, -0.007107829532328681, 0.005298404191371595, 0.0049120040688618955]","[0.000535124285802362, -0.0035531683026809218, -8.453471102612821e-05, -0.007107829532328681, 0.005298404191371595, 0.0049120040688618955]","[0.2562178373336792, 0.25808659195899963, 0.25802090764045715, 0.255547434091568, 0.25850367546081543, 0.258592426776886]","[0.2562178373336792, 0.25808659195899963, 0.25802090764045715, 0.255547434091568, 0.25850367546081543, 0.258592426776886]",5.0,5.0,6.0,6.0,086dfebd71040c3b8512d9e9cc25151dd95fdc19d68b60a3a990f563924cfbbb,086dfebd71040c3b8512d9e9cc25151dd95fdc19d68b60a3a990f563924cfbbb,4.0,5.0,0.0,True,0.0,True,0.0,True,True,True,True
Environment,frozen_closed_loop__Environment,libero_object_env,8,6,5260388,"[[0.16820400953292847, -0.004192125052213669, 0.00508088618516922, -0.00400085374712944, 0.016595900058746338, -0.013545533642172813, -1.0020478963851929], [0.1797591894865036, -0.016821306198835373, 0.006468258798122406, -0.004783340264111757, 0.023697540163993835, -0.01708967052400112, -0.9989073872566223], [0.1835184097290039, -0.012300219386816025, 0.00505596399307251, -0.004529476165771484, 0.017804548144340515, -0.017061887308955193, -0.9999786615371704], [0.17399176955223083, -0.012391749769449234, 0.008564181625843048, -0.004461998585611582, 0.020676255226135254, -0.014958980493247509, -1.0001734495162964], [0.17906594276428223, -0.00934448093175888, 0.006946921348571777, -0.004877383820712566, 0.023344427347183228, -0.016830746084451675, -1.00242018699646], [0.15856750309467316, -0.001813005656003952, 0.004945322871208191, -0.003650640370324254, 0.010747075080871582, -0.008948356844484806, -1.001908540725708]]","[[0.16820400953292847, -0.004192125052213669, 0.00508088618516922, -0.00400085374712944, 0.016595900058746338, -0.013545533642172813, -1.0020478963851929], [0.1797591894865036, -0.016821306198835373, 0.006468258798122406, -0.004783340264111757, 0.023697540163993835, -0.01708967052400112, -0.9989073872566223], [0.1835184097290039, -0.012300219386816025, 0.00505596399307251, -0.004529476165771484, 0.017804548144340515, -0.017061887308955193, -0.9999786615371704], [0.17399176955223083, -0.012391749769449234, 0.008564181625843048, -0.004461998585611582, 0.020676255226135254, -0.014958980493247509, -1.0001734495162964], [0.17906594276428223, -0.00934448093175888, 0.006946921348571777, -0.004877383820712566, 0.023344427347183228, -0.016830746084451675, -1.00242018699646], [0.15856750309467316, -0.001813005656003952, 0.004945322871208191, -0.003650640370324254, 0.010747075080871582, -0.008948356844484806, -1.001908540725708]]","[-0.0056869031429473684, 0.0030528366690449464, -3.219828016028407e-06, 0.006210312980073844, 0.0003437163292944851, -0.00391674300744994]","[-0.0056869031429473684, 0.0030528366690449464, -3.219828016028407e-06, 0.006210312980073844, 0.0003437163292944851, -0.00391674300744994]","[0.2551778554916382, 0.25854605436325073, 0.25758928060531616, 0.2586680054664612, 0.25759923458099365, 0.2533852756023407]","[0.2551778554916382, 0.25854605436325073, 0.25758928060531616, 0.2586680054664612, 0.25759923458099365, 0.2533852756023407]",3.0,3.0,6.0,6.0,086dfebd71040c3b8512d9e9cc25151dd95fdc19d68b60a3a990f563924cfbbb,086dfebd71040c3b8512d9e9cc25151dd95fdc19d68b60a3a990f563924cfbbb,3.0,3.0,0.0,True,0.0,True,0.0,True,True,True,False
Environment,frozen_closed_loop__Environment,libero_object_env,8,6,5260485,"[[0.17320409417152405, -0.0060617923736572266, 0.005459189414978027, -0.003475707722827792, 0.011886298656463623, -0.015439176931977272, -1.0023193359375], [0.16673997044563293, -0.005304068326950073, 0.0037416815757751465, -0.0037600535433739424, 0.02233216166496277, -0.01487340684980154, -1.000002145767212], [0.18970012664794922, -0.014352947473526001, 0.005050599575042725, -0.004913446493446827, 0.024885758757591248, -0.015543699264526367, -1.0020697116851807], [0.18827788531780243, -0.032532401382923126, 0.006416067481040955, -0.003983179107308388, 0.025957122445106506, -0.01972115784883499, -1.0013790130615234], [0.16709235310554504, -0.004644803702831268, 0.006132312119007111, -0.004323055036365986, 0.015310227870941162, -0.013010498136281967, -1.0030672550201416], [0.15450306236743927, -0.002621077001094818, 0.003858134150505066, -0.0035167832393199205, 0.009968385100364685, -0.010683652944862843, -1.0028200149536133]]","[[0.17320409417152405, -0.0060617923736572266, 0.005459189414978027, -0.003475707722827792, 0.011886298656463623, -0.015439176931977272, -1.0023193359375], [0.16673997044563293, -0.005304068326950073, 0.0037416815757751465, -0.0037600535433739424, 0.02233216166496277, -0.01487340684980154, -1.000002145767212], [0.18970012664794922, -0.014352947473526001, 0.005050599575042725, -0.004913446493446827, 0.024885758757591248, -0.015543699264526367, -1.0020697116851807], [0.18827788531780243, -0.032532401382923126, 0.006416067481040955, -0.003983179107308388, 0.025957122445106506, -0.01972115784883499, -1.0013790130615234], [0.16709235310554504, -0.004644803702831268, 0.006132312119007111, -0.004323055036365986, 0.015310227870941162, -0.013010498136281967, -1.0030672550201416], [0.15450306236743927, -0.002621077001094818, 0.003858134150505066, -0.0035167832393199205, 0.009968385100364685, -0.010683652944862843, -1.0028200149536133]]","[0.0004961169964011714, 0.0021769167674654012, 0.0009851129375501005, 0.006921383117715876, -0.004181014177106288, -0.006398515642026328]","[0.0004961169964011714, 0.0021769167674654012, 0.0009851129375501005, 0.006921383117715876, -0.004181014177106288, -0.006398515642026328]","[0.2549837529659271, 0.25889259576797485, 0.2599109411239624, 0.2607053518295288, 0.25513631105422974, 0.2531072497367859]","[0.2549837529659271, 0.25889259576797485, 0.2599109411239624, 0.2607053518295288, 0.25513631105422974, 0.2531072497367859]",3.0,3.0,6.0,6.0,086dfebd71040c3b8512d9e9cc25151dd95fdc19d68b60a3a990f563924cfbbb,086dfebd71040c3b8512d9e9cc25151dd95fdc19d68b60a3a990f563924cfbbb,3.0,3.0,0.0,True,0.0,True,0.0,True,True,True,False
Environment,frozen_closed_loop__Environment,libero_object_env,8,6,5260582,"[[0.18621280789375305, -0.012143030762672424, 0.008025169372558594, -0.006085648201406002, 0.018492400646209717, -0.016774121671915054, -1.0017240047454834], [0.16731831431388855, -0.008339770138263702, 0.002328157424926758, -0.0045149121433496475, 0.020469635725021362, -0.016977878287434578, -1.0029503107070923], [0.17246860265731812, -0.007225926965475082, 0.003438703715801239, -0.004365996923297644, 0.012525960803031921, -0.014278508722782135, -1.000606656074524], [0.185173898935318, -0.025208741426467896, 0.006968602538108826, -0.004434059839695692, 0.015944167971611023, -0.020720703527331352, -1.0003668069839478], [0.16399741172790527, -0.005694497376680374, 0.0037353113293647766, -0.0030644754879176617, 0.014408335089683533, -0.007060331758111715, -1.0009026527404785], [0.19465461373329163, -0.011235270649194717, 0.008765682578086853, -0.0038581043481826782, 0.018105804920196533, -0.017051884904503822, -1.0000874996185303]]","[[0.18621280789375305, -0.012143030762672424, 0.008025169372558594, -0.006085648201406002, 0.018492400646209717, -0.016774121671915054, -1.0017240047454834], [0.16731831431388855, -0.008339770138263702, 0.002328157424926758, -0.0045149121433496475, 0.020469635725021362, -0.016977878287434578, -1.0029503107070923], [0.17246860265731812, -0.007225926965475082, 0.003438703715801239, -0.004365996923297644, 0.012525960803031921, -0.014278508722782135, -1.000606656074524], [0.185173898935318, -0.025208741426467896, 0.006968602538108826, -0.004434059839695692, 0.015944167971611023, -0.020720703527331352, -1.0003668069839478], [0.16399741172790527, -0.005694497376680374, 0.0037353113293647766, -0.0030644754879176617, 0.014408335089683533, -0.007060331758111715, -1.0009026527404785], [0.19465461373329163, -0.011235270649194717, 0.008765682578086853, -0.0038581043481826782, 0.018105804920196533, -0.017051884904503822, -1.0000874996185303]]","[0.003030234927553672, -0.003509502819517833, -0.0026677144972507075, 0.006694948784217507, -0.005004426760101911, 0.0014564603650991576]","[0.003030234927553672, -0.003509502819517833, -0.0026677144972507075, 0.006694948784217507, -0.005004426760101911, 0.0014564603650991576]","[0.257745623588562, 0.2584848701953888, 0.25722983479499817, 0.25762540102005005, 0.25588086247444153, 0.25705862045288086]","[0.257745623588562, 0.2584848701953888, 0.25722983479499817, 0.25762540102005005, 0.25588086247444153, 0.25705862045288086]",1.0,1.0,6.0,6.0,086dfebd71040c3b8512d9e9cc25151dd95fdc19d68b60a3a990f563924cfbbb,086dfebd71040c3b8512d9e9cc25151dd95fdc19d68b60a3a990f563924cfbbb,3.0,1.0,0.0,True,0.0,True,0.0,True,True,True,True
Environment,frozen_closed_loop__Environment,libero_object_env,8,6,5260679,"[[0.16473457217216492, -0.006560906767845154, 0.003924407064914703, -0.004265384282916784, 0.017607495188713074, -0.011760841123759747, -1.0008387565612793], [0.17998002469539642, -0.01929536461830139, 0.006660036742687225, -0.0047613475471735, 0.016746550798416138, -0.020105160772800446, -1.0016310214996338], [0.17574605345726013, -0.018026288598775864, 0.0034525617957115173, -0.0038840672932565212, 0.01988285779953003, -0.01807183213531971, -1.0019006729125977], [0.16504693031311035, -0.005676280707120895, 0.0038600340485572815, -0.0032907300628721714, 0.01432393491268158, -0.011867345310747623, -1.0000584125518799], [0.1822768896818161, -0.022987090051174164, 0.008372850716114044, -0.004186160862445831, 0.019234344363212585, -0.015634341165423393, -0.9998789429664612], [0.20277544856071472, -0.01995401456952095, 0.006146170198917389, -0.0045594824478030205, 0.02555800974369049, -0.020085949450731277, -1.000685691833496]]","[[0.16473457217216492, -0.006560906767845154, 0.003924407064914703, -0.004265384282916784, 0.017607495188713074, -0.011760841123759747, -1.0008387565612793], [0.17998002469539642, -0.01929536461830139, 0.006660036742687225, -0.0047613475471735, 0.016746550798416138, -0.020105160772800446, -1.0016310214996338], [0.17574605345726013, -0.018026288598775864, 0.0034525617957115173, -0.0038840672932565212, 0.01988285779953003, -0.01807183213531971, -1.0019006729125977], [0.16504693031311035, -0.005676280707120895, 0.0038600340485572815, -0.0032907300628721714, 0.01432393491268158, -0.011867345310747623, -1.0000584125518799], [0.1822768896818161, -0.022987090051174164, 0.008372850716114044, -0.004186160862445831, 0.019234344363212585, -0.015634341165423393, -0.9998789429664612], [0.20277544856071472, -0.01995401456952095, 0.006146170198917389, -0.0045594824478030205, 0.02555800974369049, -0.020085949450731277, -1.000685691833496]]","[-0.0030278631780528546, 0.00044613724758904723, 0.0014993800758615014, -0.0038772255884592364, 0.0007932937825519009, 0.004166277660509659]","[-0.0030278631780528546, 0.00044613724758904723, 0.0014993800758615014, -0.0038772255884592364, 0.0007932937825519009, 0.004166277660509659]","[0.25763392448425293, 0.25918489694595337, 0.2582195997238159, 0.25551021099090576, 0.2597147822380066, 0.25981417298316956]","[0.25763392448425293, 0.25918489694595337, 0.2582195997238159, 0.25551021099090576, 0.2597147822380066, 0.25981417298316956]",5.0,5.0,6.0,6.0,086dfebd71040c3b8512d9e9cc25151dd95fdc19d68b60a3a990f563924cfbbb,086dfebd71040c3b8512d9e9cc25151dd95fdc19d68b60a3a990f563924cfbbb,5.0,5.0,0.0,True,0.0,True,0.0,True,True,True,False
Environment,frozen_closed_loop__Environment,libero_object_env,8,7,5270000,"[[0.12945279479026794, 0.011721812188625336, 0.008774958550930023, -0.0032081580720841885, 0.0005724281072616577, -0.0050899493508040905, -0.99968421459198], [0.10067928582429886, 0.009177736937999725, 0.009396672248840332, -0.003486356232315302, 0.001415356993675232, -0.0054208324290812016, -0.9987629652023315], [0.13154390454292297, 0.008329935371875763, 0.007644854485988617, -0.0034798975102603436, 0.0018401294946670532, -0.007185828406363726, -1.0005193948745728], [0.1405886560678482, 0.003256872296333313, 0.0062492117285728455, -0.004690960980951786, 0.0061912089586257935, -0.008153426460921764, -0.9984188675880432], [0.08822623640298843, 0.008860230445861816, 0.00887598842382431, -0.0024763895198702812, 0.0014262199401855469, -0.0025119788479059935, -1.0005443096160889], [0.12692056596279144, 0.01237381249666214, 0.008432082831859589, -0.0029693155083805323, 0.001234307885169983, -0.0022697984240949154, -0.9996796250343323]]","[[0.12945279479026794, 0.011721812188625336, 0.008774958550930023, -0.0032081580720841885, 0.0005724281072616577, -0.0050899493508040905, -0.99968421459198], [0.10067928582429886, 0.009177736937999725, 0.009396672248840332, -0.003486356232315302, 0.001415356993675232, -0.0054208324290812016, -0.9987629652023315], [0.13154390454292297, 0.008329935371875763, 0.007644854485988617, -0.0034798975102603436, 0.0018401294946670532, -0.007185828406363726, -1.0005193948745728], [0.1405886560678482, 0.003256872296333313, 0.0062492117285728455, -0.004690960980951786, 0.0061912089586257935, -0.008153426460921764, -0.9984188675880432], [0.08822623640298843, 0.008860230445861816, 0.00887598842382431, -0.0024763895198702812, 0.0014262199401855469, -0.0025119788479059935, -1.0005443096160889], [0.12692056596279144, 0.01237381249666214, 0.008432082831859589, -0.0029693155083805323, 0.001234307885169983, -0.0022697984240949154, -0.9996796250343323]]","[-0.0011005196117757094, 0.0012632206227154912, 0.0020797940149534463, 0.0037362740462784302, -0.006682193419485258, 0.0007034243473135782]","[-0.0011005196117757094, 0.0012632206227154912, 0.0020797940149534463, 0.0037362740462784302, -0.006682193419485258, 0.0007034243473135782]","[0.25667524337768555, 0.2593546211719513, 0.2603340744972229, 0.26270347833633423, 0.25462985038757324, 0.2563312351703644]","[0.25667524337768555, 0.2593546211719513, 0.2603340744972229, 0.26270347833633423, 0.25462985038757324, 0.2563312351703644]",3.0,3.0,6.0,6.0,086dfebd71040c3b8512d9e9cc25151dd95fdc19d68b60a3a990f563924cfbbb,086dfebd71040c3b8512d9e9cc25151dd95fdc19d68b60a3a990f563924cfbbb,3.0,3.0,0.0,True,0.0,True,0.0,True,True,True,False
Environment,frozen_closed_loop__Environment,libero_object_env,8,7,5270097,"[[0.12785834074020386, 0.006673336029052734, 0.008305571973323822, -0.0038944047410041094, 0.006261751055717468, -0.0127028813585639, -0.9997622966766357], [0.12082591652870178, 0.012345202267169952, 0.007569082081317902, -0.004623044282197952, 0.0018104463815689087, -0.005917178932577372, -1.0010828971862793], [0.11636786162853241, 0.00853411853313446, 0.0072509050369262695, -0.003559304401278496, 0.001564621925354004, -0.009330487810075283, -0.9979725480079651], [0.15729166567325592, 0.010021738708019257, 0.007344894111156464, -0.003692484460771084, 0.0018015950918197632, -0.006964380387216806, -1.0020103454589844], [0.0968385860323906, 0.0076303258538246155, 0.008238069713115692, -0.003581900615245104, 0.0008912086486816406, -0.004157669376581907, -1.0007870197296143], [0.09540494531393051, 0.007030181586742401, 0.007493868470191956, -0.0022855571005493402, 0.0011659115552902222, -0.004186796024441719, -0.9977820515632629]]","[[0.12785834074020386, 0.006673336029052734, 0.008305571973323822, -0.0038944047410041094, 0.006261751055717468, -0.0127028813585639, -0.9997622966766357], [0.12082591652870178, 0.012345202267169952, 0.007569082081317902, -0.004623044282197952, 0.0018104463815689087, -0.005917178932577372, -1.0010828971862793], [0.11636786162853241, 0.00853411853313446, 0.0072509050369262695, -0.003559304401278496, 0.001564621925354004, -0.009330487810075283, -0.9979725480079651], [0.15729166567325592, 0.010021738708019257, 0.007344894111156464, -0.003692484460771084, 0.0018015950918197632, -0.006964380387216806, -1.0020103454589844], [0.0968385860323906, 0.0076303258538246155, 0.008238069713115692, -0.003581900615245104, 0.0008912086486816406, -0.004157669376581907, -1.0007870197296143], [0.09540494531393051, 0.007030181586742401, 0.007493868470191956, -0.0022855571005493402, 0.0011659115552902222, -0.004186796024441719, -0.9977820515632629]]","[0.006726795137196483, -0.0030823793801174532, -0.0007719879830823698, 0.002202991303139918, -0.0037440123367458184, -0.0013314067403907485]","[0.006726795137196483, -0.0030823793801174532, -0.0007719879830823698, 0.002202991303139918, -0.0037440123367458184, -0.0013314067403907485]","[0.2617005705833435, 0.26095911860466003, 0.25782641768455505, 0.2575216293334961, 0.25831472873687744, 0.2581385672092438]","[0.2617005705833435, 0.26095911860466003, 0.25782641768455505, 0.2575216293334961, 0.25831472873687744, 0.2581385672092438]",0.0,0.0,6.0,6.0,086dfebd71040c3b8512d9e9cc25151dd95fdc19d68b60a3a990f563924cfbbb,086dfebd71040c3b8512d9e9cc25151dd95fdc19d68b60a3a990f563924cfbbb,0.0,0.0,0.0,True,0.0,True,0.0,True,True,True,False
Environment,frozen_closed_loop__Environment,libero_object_env,8,7,5270194,"[[0.13476121425628662, 0.011497512459754944, 0.007658824324607849, -0.004586945287883282, 0.004395201802253723, -0.011615096591413021, -1.0016589164733887], [0.13052724301815033, 0.009133033454418182, 0.00782746821641922, -0.003778770798817277, 0.003539353609085083, -0.006664408836513758, -1.0005422830581665], [0.1176324114203453, 0.011332333087921143, 0.0075197964906692505, -0.003651299048215151, 0.001418575644493103, -0.005072477739304304, -1.0002361536026], [0.14325958490371704, 0.011689290404319763, 0.008148439228534698, -0.0038472546730190516, 0.00227200984954834, -0.011425837874412537, -1.0003618001937866], [0.13099908828735352, 0.0051620230078697205, 0.006540454924106598, -0.0032737874425947666, 0.0010558515787124634, -0.006521374452859163, -1.0011484622955322], [0.10154016315937042, 0.010489337146282196, 0.008688010275363922, -0.002510055201128125, 0.0003364384174346924, -0.002326421672478318, -0.9999839663505554]]","[[0.13476121425628662, 0.011497512459754944, 0.007658824324607849, -0.004586945287883282, 0.004395201802253723, -0.011615096591413021, -1.0016589164733887], [0.13052724301815033, 0.009133033454418182, 0.00782746821641922, -0.003778770798817277, 0.003539353609085083, -0.006664408836513758, -1.0005422830581665], [0.1176324114203453, 0.011332333087921143, 0.0075197964906692505, -0.003651299048215151, 0.001418575644493103, -0.005072477739304304, -1.0002361536026], [0.14325958490371704, 0.011689290404319763, 0.008148439228534698, -0.0038472546730190516, 0.00227200984954834, -0.011425837874412537, -1.0003618001937866], [0.13099908828735352, 0.0051620230078697205, 0.006540454924106598, -0.0032737874425947666, 0.0010558515787124634, -0.006521374452859163, -1.0011484622955322], [0.10154016315937042, 0.010489337146282196, 0.008688010275363922, -0.002510055201128125, 0.0003364384174346924, -0.002326421672478318, -0.9999839663505554]]","[0.002559731517794584, 0.0009716600309368632, 0.0002670938684076595, 0.003352366943455303, -0.0010006253068237194, -0.006150227053770814]","[0.002559731517794584, 0.0009716600309368632, 0.0002670938684076595, 0.003352366943455303, -0.0010006253068237194, -0.006150227053770814]","[0.26104509830474854, 0.25837916135787964, 0.25773197412490845, 0.25910741090774536, 0.2582300305366516, 0.2566819489002228]","[0.26104509830474854, 0.25837916135787964, 0.25773197412490845, 0.25910741090774536, 0.2582300305366516, 0.2566819489002228]",0.0,0.0,6.0,6.0,086dfebd71040c3b8512d9e9cc25151dd95fdc19d68b60a3a990f563924cfbbb,086dfebd71040c3b8512d9e9cc25151dd95fdc19d68b60a3a990f563924cfbbb,3.0,0.0,0.0,True,0.0,True,0.0,True,True,True,True
Environment,frozen_closed_loop__Environment,libero_object_env,8,7,5270291,"[[0.1020260900259018, 0.00869113951921463, 0.008726902306079865, -0.002621297724545002, 0.0010250061750411987, -0.0036245505325496197, -1.000213861465454], [0.12239255011081696, 0.01169063150882721, 0.00841878354549408, -0.0032776298467069864, 0.0005181580781936646, -0.003453644923865795, -0.998345136642456], [0.14572274684906006, 0.01086987555027008, 0.007063820958137512, -0.003866154933348298, 0.0010257214307785034, -0.009370366111397743, -0.9995176196098328], [0.14177900552749634, 0.004580318927764893, 0.007610544562339783, -0.005244174040853977, 0.009392693638801575, -0.013953112065792084, -0.999250054359436], [0.1178421825170517, 0.00969763845205307, 0.0076537951827049255, -0.002319460501894355, 0.0017603784799575806, -0.002715029753744602, -0.9981780052185059], [0.12094438076019287, 0.0068308040499687195, 0.0077164918184280396, -0.002441918943077326, 0.001008734107017517, -0.004021068103611469, -0.9990732073783875]]","[[0.1020260900259018, 0.00869113951921463, 0.008726902306079865, -0.002621297724545002, 0.0010250061750411987, -0.0036245505325496197, -1.000213861465454], [0.12239255011081696, 0.01169063150882721, 0.00841878354549408, -0.0032776298467069864, 0.0005181580781936646, -0.003453644923865795, -0.998345136642456], [0.14572274684906006, 0.01086987555027008, 0.007063820958137512, -0.003866154933348298, 0.0010257214307785034, -0.009370366111397743, -0.9995176196098328], [0.14177900552749634, 0.004580318927764893, 0.007610544562339783, -0.005244174040853977, 0.009392693638801575, -0.013953112065792084, -0.999250054359436], [0.1178421825170517, 0.00969763845205307, 0.0076537951827049255, -0.002319460501894355, 0.0017603784799575806, -0.002715029753744602, -0.9981780052185059], [0.12094438076019287, 0.0068308040499687195, 0.0077164918184280396, -0.002441918943077326, 0.001008734107017517, -0.004021068103611469, -0.9990732073783875]]","[-0.004155121870751695, -0.0035061120639957146, 0.004644298619143194, 0.0061038118772284876, -0.0023359065015162565, -0.0007509700601080447]","[-0.004155121870751695, -0.0035061120639957146, 0.004644298619143194, 0.0061038118772284876, -0.0023359065015162565, -0.0007509700601080447]","[0.2533557713031769, 0.2560887038707733, 0.255126416683197, 0.2635686695575714, 0.255570650100708, 0.2533596456050873]","[0.2533557713031769, 0.2560887038707733, 0.255126416683197, 0.2635686695575714, 0.255570650100708, 0.2533596456050873]",3.0,3.0,6.0,6.0,086dfebd71040c3b8512d9e9cc25151dd95fdc19d68b60a3a990f563924cfbbb,086dfebd71040c3b8512d9e9cc25151dd95fdc19d68b60a3a990f563924cfbbb,3.0,3.0,0.0,True,0.0,True,0.0,True,True,True,False
Environment,frozen_closed_loop__Environment,libero_object_env,8,7,5270388,"[[0.12706506252288818, 0.00043060630559921265, 0.006568506360054016, -0.00399499898776412, 0.0021501481533050537, -0.013951657339930534, -0.9998764991760254], [0.09246613830327988, 0.009928196668624878, 0.008433423936367035, -0.003306611441075802, 0.0017008334398269653, -0.0030905725434422493, -0.9995418787002563], [0.074298195540905, 0.00392518937587738, 0.0076193735003471375, -0.0022330826614052057, 0.0006467700004577637, -0.002976951189339161, -0.996730387210846], [0.1167646050453186, 0.014385692775249481, 0.008431300520896912, -0.0030768439173698425, 0.0015002042055130005, -0.002998080337420106, -0.999477207660675], [0.12350890785455704, 0.007003135979175568, 0.009354427456855774, -0.0033688927069306374, 0.0009808838367462158, -0.006522542331367731, -0.9983826279640198], [0.13329438865184784, 0.008264780044555664, 0.007234141230583191, -0.0024749806616455317, 0.0012757480144500732, -0.006270094774663448, -0.9985782504081726]]","[[0.12706506252288818, 0.00043060630559921265, 0.006568506360054016, -0.00399499898776412, 0.0021501481533050537, -0.013951657339930534, -0.9998764991760254], [0.09246613830327988, 0.009928196668624878, 0.008433423936367035, -0.003306611441075802, 0.0017008334398269653, -0.0030905725434422493, -0.9995418787002563], [0.074298195540905, 0.00392518937587738, 0.0076193735003471375, -0.0022330826614052057, 0.0006467700004577637, -0.002976951189339161, -0.996730387210846], [0.1167646050453186, 0.014385692775249481, 0.008431300520896912, -0.0030768439173698425, 0.0015002042055130005, -0.002998080337420106, -0.999477207660675], [0.12350890785455704, 0.007003135979175568, 0.009354427456855774, -0.0033688927069306374, 0.0009808838367462158, -0.006522542331367731, -0.9983826279640198], [0.13329438865184784, 0.008264780044555664, 0.007234141230583191, -0.0024749806616455317, 0.0012757480144500732, -0.006270094774663448, -0.9985782504081726]]","[0.003131318712750067, -0.0036271079961628806, -0.003614664827963939, -0.0005048802019513249, 0.0032141126527292633, 0.0014012216605987693]","[0.003131318712750067, -0.0036271079961628806, -0.003614664827963939, -0.0005048802019513249, 0.0032141126527292633, 0.0014012216605987693]","[0.26188716292381287, 0.2543295919895172, 0.25787416100502014, 0.2601196765899658, 0.2608698606491089, 0.25575947761535645]","[0.26188716292381287, 0.2543295919895172, 0.25787416100502014, 0.2601196765899658, 0.2608698606491089, 0.25575947761535645]",0.0,0.0,6.0,6.0,086dfebd71040c3b8512d9e9cc25151dd95fdc19d68b60a3a990f563924cfbbb,086dfebd71040c3b8512d9e9cc25151dd95fdc19d68b60a3a990f563924cfbbb,4.0,0.0,0.0,True,0.0,True,0.0,True,True,True,True
