factor,case_id,suite,task_id,init_state_id,rollout_seed,source_file__frozen_factor_ridge,source_file__max_value,source_run__frozen_factor_ridge,source_run__max_value,task_description__frozen_factor_ridge,task_description__max_value,pair_id__frozen_factor_ridge,pair_id__max_value,rollout_id__frozen_factor_ridge,rollout_id__max_value,success__frozen_factor_ridge,success__max_value,final_t__frozen_factor_ridge,final_t__max_value,num_queries__frozen_factor_ridge,num_queries__max_value,selected_not_max_value_rate__frozen_factor_ridge,selected_not_max_value_rate__max_value,mean_value_sacrifice__frozen_factor_ridge,mean_value_sacrifice__max_value,model_payload_sha256__frozen_factor_ridge,model_payload_sha256__max_value,candidate_count_min__frozen_factor_ridge,candidate_count_min__max_value,candidate_count_max__frozen_factor_ridge,candidate_count_max__max_value,failure_type__frozen_factor_ridge,failure_type__max_value,target_drop__frozen_factor_ridge,target_drop__max_value,official_safety_violation__frozen_factor_ridge,official_safety_violation__max_value,pair_complete,success_delta,discordance,independent_group
Environment,frozen_closed_loop__Environment,libero_object_env,7,6,5210194,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/frozen_h16_closed_loop_20260829/runs/frozen_h16_closed_loop_20260829__environment_full__libero_object_env__task7-9__init5-9__frozen_factor_ridge__l0__query_traces.parquet,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/frozen_h16_closed_loop_20260829/runs/frozen_h16_closed_loop_20260829__environment_full__libero_object_env__task7-9__init5-9__max_value__l0__query_traces.parquet,frozen_h16_closed_loop_20260829__environment_full__libero_object_env__task7-9__init5-9__frozen_factor_ridge__l0,frozen_h16_closed_loop_20260829__environment_full__libero_object_env__task7-9__init5-9__max_value__l0,pick up the milk and place it in the basket,pick up the milk and place it in the basket,1,1,2,2,False,False,280,280,18,18,0.8888888888888888,0.0,0.007360455062654283,0.0,086dfebd71040c3b8512d9e9cc25151dd95fdc19d68b60a3a990f563924cfbbb,086dfebd71040c3b8512d9e9cc25151dd95fdc19d68b60a3a990f563924cfbbb,6,6,6,6,wrong_object_interaction_candidate,wrong_object_interaction_candidate,False,False,False,False,True,0.0,same_outcome,Environment|frozen_closed_loop__Environment|libero_object_env|7|6
Environment,frozen_closed_loop__Environment,libero_object_env,7,6,5210291,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/frozen_h16_closed_loop_20260829/runs/frozen_h16_closed_loop_20260829__environment_full__libero_object_env__task7-9__init5-9__frozen_factor_ridge__l0__query_traces.parquet,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/frozen_h16_closed_loop_20260829/runs/frozen_h16_closed_loop_20260829__environment_full__libero_object_env__task7-9__init5-9__max_value__l0__query_traces.parquet,frozen_h16_closed_loop_20260829__environment_full__libero_object_env__task7-9__init5-9__frozen_factor_ridge__l0,frozen_h16_closed_loop_20260829__environment_full__libero_object_env__task7-9__init5-9__max_value__l0,pick up the milk and place it in the basket,pick up the milk and place it in the basket,1,1,3,3,False,False,280,280,18,18,0.7777777777777778,0.0,0.004876259300443862,0.0,086dfebd71040c3b8512d9e9cc25151dd95fdc19d68b60a3a990f563924cfbbb,086dfebd71040c3b8512d9e9cc25151dd95fdc19d68b60a3a990f563924cfbbb,6,6,6,6,wrong_object_interaction_candidate,wrong_object_interaction_candidate,False,False,False,False,True,0.0,same_outcome,Environment|frozen_closed_loop__Environment|libero_object_env|7|6
Environment,frozen_closed_loop__Environment,libero_object_env,7,6,5210388,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/frozen_h16_closed_loop_20260829/runs/frozen_h16_closed_loop_20260829__environment_full__libero_object_env__task7-9__init5-9__frozen_factor_ridge__l0__query_traces.parquet,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/frozen_h16_closed_loop_20260829/runs/frozen_h16_closed_loop_20260829__environment_full__libero_object_env__task7-9__init5-9__max_value__l0__query_traces.parquet,frozen_h16_closed_loop_20260829__environment_full__libero_object_env__task7-9__init5-9__frozen_factor_ridge__l0,frozen_h16_closed_loop_20260829__environment_full__libero_object_env__task7-9__init5-9__max_value__l0,pick up the milk and place it in the basket,pick up the milk and place it in the basket,1,1,4,4,False,False,280,280,18,18,0.8888888888888888,0.0,0.0017643007967207166,0.0,086dfebd71040c3b8512d9e9cc25151dd95fdc19d68b60a3a990f563924cfbbb,086dfebd71040c3b8512d9e9cc25151dd95fdc19d68b60a3a990f563924cfbbb,6,6,6,6,wrong_object_interaction_candidate,wrong_object_interaction_candidate,False,False,False,False,True,0.0,same_outcome,Environment|frozen_closed_loop__Environment|libero_object_env|7|6
Environment,frozen_closed_loop__Environment,libero_object_env,7,6,5210485,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/frozen_h16_closed_loop_20260829/runs/frozen_h16_closed_loop_20260829__environment_full__libero_object_env__task7-9__init5-9__frozen_factor_ridge__l0__query_traces.parquet,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/frozen_h16_closed_loop_20260829/runs/frozen_h16_closed_loop_20260829__environment_full__libero_object_env__task7-9__init5-9__max_value__l0__query_traces.parquet,frozen_h16_closed_loop_20260829__environment_full__libero_object_env__task7-9__init5-9__frozen_factor_ridge__l0,frozen_h16_closed_loop_20260829__environment_full__libero_object_env__task7-9__init5-9__max_value__l0,pick up the milk and place it in the basket,pick up the milk and place it in the basket,1,1,5,5,False,False,280,280,18,18,0.5,0.0,0.006351936194631789,0.0,086dfebd71040c3b8512d9e9cc25151dd95fdc19d68b60a3a990f563924cfbbb,086dfebd71040c3b8512d9e9cc25151dd95fdc19d68b60a3a990f563924cfbbb,6,6,6,6,wrong_object_interaction_candidate,wrong_object_interaction_candidate,False,False,False,False,True,0.0,same_outcome,Environment|frozen_closed_loop__Environment|libero_object_env|7|6
Environment,frozen_closed_loop__Environment,libero_object_env,7,6,5210582,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/frozen_h16_closed_loop_20260829/runs/frozen_h16_closed_loop_20260829__environment_full__libero_object_env__task7-9__init5-9__frozen_factor_ridge__l0__query_traces.parquet,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/frozen_h16_closed_loop_20260829/runs/frozen_h16_closed_loop_20260829__environment_full__libero_object_env__task7-9__init5-9__max_value__l0__query_traces.parquet,frozen_h16_closed_loop_20260829__environment_full__libero_object_env__task7-9__init5-9__frozen_factor_ridge__l0,frozen_h16_closed_loop_20260829__environment_full__libero_object_env__task7-9__init5-9__max_value__l0,pick up the milk and place it in the basket,pick up the milk and place it in the basket,1,1,6,6,False,False,280,280,18,18,0.8333333333333334,0.0,0.0013393147124184503,0.0,086dfebd71040c3b8512d9e9cc25151dd95fdc19d68b60a3a990f563924cfbbb,086dfebd71040c3b8512d9e9cc25151dd95fdc19d68b60a3a990f563924cfbbb,6,6,6,6,wrong_object_interaction_candidate,wrong_object_interaction_candidate,False,False,False,False,True,0.0,same_outcome,Environment|frozen_closed_loop__Environment|libero_object_env|7|6
Environment,frozen_closed_loop__Environment,libero_object_env,7,6,5210679,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/frozen_h16_closed_loop_20260829/runs/frozen_h16_closed_loop_20260829__environment_full__libero_object_env__task7-9__init5-9__frozen_factor_ridge__l0__query_traces.parquet,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/frozen_h16_closed_loop_20260829/runs/frozen_h16_closed_loop_20260829__environment_full__libero_object_env__task7-9__init5-9__max_value__l0__query_traces.parquet,frozen_h16_closed_loop_20260829__environment_full__libero_object_env__task7-9__init5-9__frozen_factor_ridge__l0,frozen_h16_closed_loop_20260829__environment_full__libero_object_env__task7-9__init5-9__max_value__l0,pick up the milk and place it in the basket,pick up the milk and place it in the basket,1,1,7,7,False,False,280,280,18,18,0.7222222222222222,0.0,0.0015892287095387776,0.0,086dfebd71040c3b8512d9e9cc25151dd95fdc19d68b60a3a990f563924cfbbb,086dfebd71040c3b8512d9e9cc25151dd95fdc19d68b60a3a990f563924cfbbb,6,6,6,6,wrong_object_interaction_candidate,wrong_object_interaction_candidate,False,False,False,False,True,0.0,same_outcome,Environment|frozen_closed_loop__Environment|libero_object_env|7|6
Environment,frozen_closed_loop__Environment,libero_object_env,7,7,5220000,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/frozen_h16_closed_loop_20260829/runs/frozen_h16_closed_loop_20260829__environment_full__libero_object_env__task7-9__init5-9__frozen_factor_ridge__l0__query_traces.parquet,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/frozen_h16_closed_loop_20260829/runs/frozen_h16_closed_loop_20260829__environment_full__libero_object_env__task7-9__init5-9__max_value__l0__query_traces.parquet,frozen_h16_closed_loop_20260829__environment_full__libero_object_env__task7-9__init5-9__frozen_factor_ridge__l0,frozen_h16_closed_loop_20260829__environment_full__libero_object_env__task7-9__init5-9__max_value__l0,pick up the milk and place it in the basket,pick up the milk and place it in the basket,2,2,0,0,False,False,280,280,18,18,0.8333333333333334,0.0,0.0007442567083570692,0.0,086dfebd71040c3b8512d9e9cc25151dd95fdc19d68b60a3a990f563924cfbbb,086dfebd71040c3b8512d9e9cc25151dd95fdc19d68b60a3a990f563924cfbbb,6,6,6,6,wrong_object_interaction_candidate,wrong_object_interaction_candidate,False,False,False,False,True,0.0,same_outcome,Environment|frozen_closed_loop__Environment|libero_object_env|7|7
Environment,frozen_closed_loop__Environment,libero_object_env,7,7,5220097,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/frozen_h16_closed_loop_20260829/runs/frozen_h16_closed_loop_20260829__environment_full__libero_object_env__task7-9__init5-9__frozen_factor_ridge__l0__query_traces.parquet,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/frozen_h16_closed_loop_20260829/runs/frozen_h16_closed_loop_20260829__environment_full__libero_object_env__task7-9__init5-9__max_value__l0__query_traces.parquet,frozen_h16_closed_loop_20260829__environment_full__libero_object_env__task7-9__init5-9__frozen_factor_ridge__l0,frozen_h16_closed_loop_20260829__environment_full__libero_object_env__task7-9__init5-9__max_value__l0,pick up the milk and place it in the basket,pick up the milk and place it in the basket,2,2,1,1,False,False,280,280,18,18,0.7777777777777778,0.0,0.0004427317115995619,0.0,086dfebd71040c3b8512d9e9cc25151dd95fdc19d68b60a3a990f563924cfbbb,086dfebd71040c3b8512d9e9cc25151dd95fdc19d68b60a3a990f563924cfbbb,6,6,6,6,wrong_object_interaction_candidate,wrong_object_interaction_candidate,False,False,False,False,True,0.0,same_outcome,Environment|frozen_closed_loop__Environment|libero_object_env|7|7
Environment,frozen_closed_loop__Environment,libero_object_env,7,7,5220194,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/frozen_h16_closed_loop_20260829/runs/frozen_h16_closed_loop_20260829__environment_full__libero_object_env__task7-9__init5-9__frozen_factor_ridge__l0__query_traces.parquet,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/frozen_h16_closed_loop_20260829/runs/frozen_h16_closed_loop_20260829__environment_full__libero_object_env__task7-9__init5-9__max_value__l0__query_traces.parquet,frozen_h16_closed_loop_20260829__environment_full__libero_object_env__task7-9__init5-9__frozen_factor_ridge__l0,frozen_h16_closed_loop_20260829__environment_full__libero_object_env__task7-9__init5-9__max_value__l0,pick up the milk and place it in the basket,pick up the milk and place it in the basket,2,2,2,2,False,False,280,280,18,18,0.7777777777777778,0.0,0.0012532207700941297,0.0,086dfebd71040c3b8512d9e9cc25151dd95fdc19d68b60a3a990f563924cfbbb,086dfebd71040c3b8512d9e9cc25151dd95fdc19d68b60a3a990f563924cfbbb,6,6,6,6,wrong_object_interaction_candidate,wrong_object_interaction_candidate,False,False,False,False,True,0.0,same_outcome,Environment|frozen_closed_loop__Environment|libero_object_env|7|7
Environment,frozen_closed_loop__Environment,libero_object_env,7,7,5220291,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/frozen_h16_closed_loop_20260829/runs/frozen_h16_closed_loop_20260829__environment_full__libero_object_env__task7-9__init5-9__frozen_factor_ridge__l0__query_traces.parquet,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/frozen_h16_closed_loop_20260829/runs/frozen_h16_closed_loop_20260829__environment_full__libero_object_env__task7-9__init5-9__max_value__l0__query_traces.parquet,frozen_h16_closed_loop_20260829__environment_full__libero_object_env__task7-9__init5-9__frozen_factor_ridge__l0,frozen_h16_closed_loop_20260829__environment_full__libero_object_env__task7-9__init5-9__max_value__l0,pick up the milk and place it in the basket,pick up the milk and place it in the basket,2,2,3,3,False,False,280,280,18,18,0.5555555555555556,0.0,0.00610307686858707,0.0,086dfebd71040c3b8512d9e9cc25151dd95fdc19d68b60a3a990f563924cfbbb,086dfebd71040c3b8512d9e9cc25151dd95fdc19d68b60a3a990f563924cfbbb,6,6,6,6,wrong_object_interaction_candidate,wrong_object_interaction_candidate,False,False,False,False,True,0.0,same_outcome,Environment|frozen_closed_loop__Environment|libero_object_env|7|7
Environment,frozen_closed_loop__Environment,libero_object_env,7,7,5220388,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/frozen_h16_closed_loop_20260829/runs/frozen_h16_closed_loop_20260829__environment_full__libero_object_env__task7-9__init5-9__frozen_factor_ridge__l0__query_traces.parquet,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/frozen_h16_closed_loop_20260829/runs/frozen_h16_closed_loop_20260829__environment_full__libero_object_env__task7-9__init5-9__max_value__l0__query_traces.parquet,frozen_h16_closed_loop_20260829__environment_full__libero_object_env__task7-9__init5-9__frozen_factor_ridge__l0,frozen_h16_closed_loop_20260829__environment_full__libero_object_env__task7-9__init5-9__max_value__l0,pick up the milk and place it in the basket,pick up the milk and place it in the basket,2,2,4,4,False,False,280,280,18,18,0.6666666666666666,0.0,0.0009053034914864434,0.0,086dfebd71040c3b8512d9e9cc25151dd95fdc19d68b60a3a990f563924cfbbb,086dfebd71040c3b8512d9e9cc25151dd95fdc19d68b60a3a990f563924cfbbb,6,6,6,6,wrong_object_interaction_candidate,wrong_object_interaction_candidate,False,False,False,False,True,0.0,same_outcome,Environment|frozen_closed_loop__Environment|libero_object_env|7|7
